Semiconductor,Theory,Formation_E_per_atom,Decomp_E_pfu,Bandgap,a,b,c,alpha,beta,gamma,Dielectric,SLME
Na0.5K0.5Cs0.5Cu0.5Ca1Ge1Se4_stannite,HSE+SOC,-1.085376856,1.783461071,1.950183942,15.66438971,15.5434623,16.09463846,109.1550158,110.8735853,116.0136433,4.351542498,38.2021028
Na0.5K0.5Cs0.5Cu0.5Ca1Sn1S4_stannite,HSE+SOC,-1.207392446,1.07514714,-0.037741849,14.62510261,15.37576042,15.15146507,109.4399298,110.092815,111.7880786,4.36787883,0
Na0.5K0.5Cs0.5Cu0.5Ca1Sn1Se4_stannite,HSE+SOC,-1.172272005,1.469809725,1.699499939,15.63882226,15.93651565,16.17113323,109.8264651,114.0263271,108.4410048,4.806252888,40.76560724
Na0.5K0.5Cs0.5Cu0.5Ca1Sn1Te4_stannite,HSE+SOC,-0.638291718,2.950696059,1.523610763,16.21892499,16.16039203,15.84925445,113.2220072,114.413818,113.4235167,5.450687297,40.07579606
Na0.5K0.5Cs0.5Cu0.5Cd1Ge1S4_stannite,HSE+SOC,-0.729970033,0.678056101,1.88038098,13.78413869,14.03284697,15.59109996,109.4187463,112.465725,109.4667595,4.303281387,36.61102444
Na0.5K0.5Cs0.5Cu0.5Cd1Ge1Se4_stannite,HSE+SOC,-0.641341064,1.280350592,0.780172262,15.07457143,14.28346828,16.30437653,109.2348954,112.4028248,115.7117139,5.723109296,22.66528784
Na0.5K0.5Cs0.5Cu0.5Cd1Ge1Te4_stannite,HSE+SOC,-0.120894133,3.408712442,0.206030915,15.6689442,15.63635549,16.54788928,109.6974022,110.1589336,111.1036202,16.03473717,5.146467358
Na0.5K0.5Cs0.5Cu0.5Cd1Sn1S4_stannite,HSE+SOC,-0.784043739,0.351069831,1.783003254,14.36168734,14.97438398,16.08965965,113.2023837,110.4897424,116.4352845,4.500877057,39.74189939
Na0.5K0.5Cs0.5Cu0.5Cd1Sn1Te4_stannite,HSE+SOC,-0.213057748,2.981549176,0.294097725,15.24672404,15.47805435,16.22082385,116.6853978,109.6615656,113.5281863,7.594338453,4.992242968
Na0.5K0.5Cs0.5Cu0.5Cd1Zr1Se4_stannite,HSE+SOC,-1.085459698,2.057551392,1.844641536,15.26106159,14.86853298,15.85226628,110.886595,112.4413424,112.6705594,5.412115451,38.08690127
Na0.5K0.5Cs0.5Cu0.5Cd1Zr1Te4_stannite,HSE+SOC,-0.53156958,3.671239431,1.149632064,15.12238185,15.58004201,16.09259,111.0462496,113.0048806,111.924498,7.286453977,35.45669909
Na0.5K0.5Cs0.5Cu0.5Mg1Ge1S4_stannite,HSE+SOC,-1.031874695,1.020856796,1.968830246,13.84386663,14.09023375,15.69081841,113.2052877,111.4340373,114.2191808,4.62093927,34.73673013
Na0.5K0.5Cs0.5Cu0.5Mg1Ge1Se4_stannite,HSE+SOC,-0.844037506,1.321707668,1.125501419,14.76984368,14.7311215,16.09179527,111.7833327,112.235581,108.3510379,5.028259092,31.53674888
Na0.5K0.5Cs0.5Cu0.5Mg1Sn1Te4_stannite,HSE+SOC,-0.486470622,1.93452872,0.643255232,15.46657999,15.34725598,16.17713486,108.5599347,115.1349282,112.2481756,6.323761166,17.73130244
Na0.5K0.5Cs0.5Cu0.5Mg1Zr1S4_stannite,HSE+SOC,-1.577851404,1.682303626,-0.045713361,14.03482307,14.10586511,15.49166215,110.5259752,112.2105562,108.5344969,4.18022666,0
Na0.5K0.5Cs0.5Cu0.5Mg1Zr1Te4_stannite,HSE+SOC,-0.841705812,2.447057473,1.764500607,15.89699216,15.88591729,16.50767881,109.1429505,109.2799352,116.1933813,6.061636557,39.56779519
Na0.5K0.5Cs0.5Cu0.5Zn1Ge1Se4_stannite,HSE+SOC,-0.673678571,1.533025734,0.504978161,14.78281796,14.78307337,16.56074875,113.9980912,112.4852893,113.3549349,5.918329903,11.5190358
Na0.5K0.5Cs0.5Cu0.5Zn1Sn1S4_stannite,HSE+SOC,-0.836684005,0.981387994,1.319995328,13.87824629,14.02031441,16.39208522,108.6928494,112.5384707,109.6263064,5.25622552,34.57942101
Na0.5K0.5Cs0.5Cu0.5Zn1Sn1Se4_stannite,HSE+SOC,-0.742284802,1.304661879,0.509020575,15.08938403,14.09150199,16.01577225,109.0161783,113.7055562,111.4356086,5.866086132,11.97549774
Na0.5K0.5Cs0.5Cu0.5Zn1Zr1S4_stannite,HSE+SOC,-1.29149225,1.826200986,-0.203351163,14.01834631,13.79993233,16.05448198,112.2241902,109.4987082,113.4895456,5.663046616,0
Na0.5K0.5Cs0.5Cu0.5Zn1Zr1Se4_kesterite,HSE+SOC,-1.21951999,1.679325293,1.879022341,15.73175293,15.81548856,13.7028817,116.8986303,113.8089811,111.8494836,5.315618152,37.37591295
Na0.5K0.5Cs0.5Cu0.5Zn1Zr1Te4_stannite,HSE+SOC,-0.617201643,3.011406611,1.040288557,15.20166076,16.17120505,16.70941581,110.7293205,113.7908325,110.5533672,7.280785083,31.72036113
Na0.5K0.5Cs1Ba1Ge1S4_kesterite,HSE+SOC,-1.3331225,0.599924584,3.28472026,15.77958746,15.52016052,15.39027597,108.3258414,108.230818,113.6437442,3.127122041,10.42123802
Na0.5K0.5Cs1Cd1Zr1S4_stannite,HSE+SOC,-1.386447374,1.787709706,2.773545037,14.50509337,14.61975417,16.15562228,116.020117,114.615506,110.2820762,3.962243987,18.44486114
Na0.5K0.5Cs1Cd1Zr1Se4_stannite,HSE+SOC,-1.204058003,2.778079753,2.369682862,14.64342117,15.06488784,15.54798876,112.8050672,114.4015904,108.5548573,4.910328053,29.12413005
Na0.5K0.5Cs1Mg1Ge1S4_stannite,HSE+SOC,-1.136434862,0.46412201,2.777605994,14.25060701,13.5842835,16.43574445,115.2834477,112.3724718,108.8351867,3.975130675,20.8689448
Na0.5K0.5Cs1Mg1Ge1Se4_stannite,HSE+SOC,-1.045206872,0.981927202,1.90035477,14.08886504,15.02024468,17.72746772,108.5466232,116.238126,112.25724,4.656995903,38.34995433
Na0.5K0.5Cs1Mg1Sn1S4_kesterite,HSE+SOC,-1.215211924,0.130465621,3.724862911,16.15121314,15.01342862,13.80539204,109.7962133,111.646218,108.0928546,3.792007084,7.103673241
Na0.5K0.5Cs1Sr1Zr1S4_kesterite,HSE+SOC,-1.850839788,1.868140555,3.838357604,15.99131273,15.42593953,15.81216306,113.530377,109.0815387,111.3608228,3.780876659,5.966785168
Na0.5K0.5Cs1Zn1Ge1S4_kesterite,HSE+SOC,-1.114931352,-0.706107572,3.818946423,15.71472928,16.06718486,12.40482881,112.134394,110.4730318,114.4505624,3.575918646,4.919668401
Na0.5K0.5Cs1Zn1Ge1S4_stannite,HSE+SOC,-0.974633163,0.64564279,2.385319725,13.64494008,13.35338866,16.55366351,115.0698159,108.2473158,108.4669122,4.259458105,31.53760976
Na0.5K0.5Cs1Zn1Ge1Se4_kesterite,HSE+SOC,-0.997934884,0.133957635,3.000411529,16.18465208,16.47091492,13.68176897,108.2048329,111.8987271,115.3985059,4.078388311,16.28342197
Na0.5K0.5Cs1Zn1Zr1S4_stannite,HSE+SOC,-1.438534208,1.632659024,2.541286156,13.87566185,13.84444715,16.75916089,111.5006108,109.9511907,116.0568572,4.374856613,25.24597407
Na0.5K0.5Cs1Zn1Zr1Se4_stannite,HSE+SOC,-1.236817105,2.313956952,2.087268301,14.56075949,15.44611643,15.86088817,116.763347,109.5746155,113.1631104,4.374428569,36.07574528
Na0.5K0.5Cu0.5Ag0.5Ba1Ge1Se4_stannite,HSE+SOC,-1.136966281,0.007062881,2.425666912,16.05135563,15.90737933,13.77086876,110.0744115,115.0522527,115.9715756,3.771614751,29.01121823
Na0.5K0.5Cu0.5Ag0.5Ba1Zr1Se4_kesterite,HSE+SOC,-1.523690157,2.015965856,2.301288292,15.88224523,15.58129972,15.79369093,113.1429986,110.9461254,112.18459,5.468732254,31.42009675
Na0.5K0.5Cu0.5Ag0.5Ca1Sn1Se4_stannite,HSE+SOC,-1.193571538,0.352995897,1.873054212,15.25644711,15.27108146,14.79680897,113.8968234,114.845569,113.5638388,4.750868363,36.6841102
Na0.5K0.5Cu0.5Ag0.5Ca1Sn1Te4_stannite,HSE+SOC,-0.832090152,0.273833581,1.446773724,16.65250903,16.09864026,16.88925455,111.6861318,109.0386736,115.1656098,6.31110642,39.45539945
Na0.5K0.5Cu0.5Ag0.5Ca1Zr1S4_stannite,HSE+SOC,-1.752830224,0.998648246,3.240179156,14.57830051,14.41297322,14.17339029,113.3033296,111.6800163,110.4264533,4.689795956,13.6698957
Na0.5K0.5Cu0.5Ag0.5Ca1Zr1Se4_kesterite,HSE+SOC,-1.532511654,1.823989779,2.349309202,15.2045456,15.48012787,15.0354459,113.7873412,115.1515541,115.5825058,5.133518978,31.78791877
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1S4_stannite,HSE+SOC,-0.828032136,-0.747269341,2.359502002,13.44882578,13.43474413,14.67989356,112.5455608,109.4792375,110.1142948,7.801603854,33.0583056
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1Se4_kesterite,HSE+SOC,-0.678010012,-0.115083352,1.522230896,14.49266299,14.93165537,14.54196962,111.8023668,113.4380507,110.864307,4.896977006,40.78410065
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1Se4_stannite,HSE+SOC,-0.713581331,-0.330039047,1.474615406,14.58787581,14.56426101,15.90643139,109.030314,110.3951223,115.1078445,5.383551398,40.51425859
Na0.5K0.5Cu0.5Ag0.5Cd1Ge1Te4_kesterite,HSE+SOC,-0.311577691,0.949586446,1.316590418,15.43984695,15.93917947,15.61243929,113.3093929,114.2993557,108.9065284,8.527929467,39.13870142
Na0.5K0.5Cu0.5Ag0.5Cd1Sn1S4_stannite,HSE+SOC,-0.811995504,-0.538683301,2.026050289,14.52776026,14.23745081,14.66144758,114.0090833,116.7360022,108.5026676,5.706501685,36.14768119
Na0.5K0.5Cu0.5Ag0.5Cd1Sn1Te4_stannite,HSE+SOC,-0.356959007,0.83905765,1.099130344,14.85431098,15.89070935,15.42335302,113.6102022,110.7090077,112.1941251,7.470457058,34.28418013
Na0.5K0.5Cu0.5Ag0.5Cd1Zr1Te4_kesterite,HSE+SOC,-0.566463625,2.271295818,1.489154813,15.5233304,15.74039697,15.6708268,112.3880891,109.5373365,116.1067945,7.453107773,40.75163739
Na0.5K0.5Cu0.5Ag0.5Mg0.5Sr0.5Sn0.5Ge0.5Se4_stannite,HSE+SOC,-1.083438095,0.07623533,1.693116264,14.97799174,14.6859874,15.52990896,109.9224682,110.8886023,110.4722961,5.037148679,41.58792659
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1S4_stannite,HSE+SOC,-1.017164237,-0.441016077,1.758485216,13.26173323,13.70270726,15.38713672,114.0889318,109.0169626,108.9307913,5.029184372,38.89263039
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se1Te3_kesterite,HSE+SOC,-0.707098324,-0.201973759,1.518791657,15.85149268,16.34639061,14.44699598,115.8181578,113.9185565,112.0040763,6.408320505,38.36560574
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se1Te3_stannite,HSE+SOC,-0.717353753,-0.283462589,0.962453712,15.40664703,14.69758092,16.33403726,111.5558271,114.5619709,106.4967643,7.24847688,28.72342102
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se4_kesterite,HSE+SOC,-0.930294531,-0.100079073,1.695257748,14.76810669,15.18221159,13.74692232,111.7668585,109.8122005,107.9364342,5.885519072,40.17656519
Na0.5K0.5Cu0.5Ag0.5Mg1Ge1Se4_stannite,HSE+SOC,-0.944277122,-0.241327205,1.545076568,14.58076688,14.75178818,14.89065104,115.792124,111.3823923,116.1914345,5.926054263,38.78113001
Na0.5K0.5Cu0.5Ag0.5Mg1Sn1S4_stannite,HSE+SOC,-1.028149332,-0.373319224,2.319334813,13.57990204,13.50189152,15.16615918,116.6256272,114.0081941,115.4664909,5.182235354,32.11613839
Na0.5K0.5Cu0.5Ag0.5Mg1Sn1Se4_kesterite,HSE+SOC,-0.965621938,-0.127183729,0.596838903,15.33808209,14.92962468,14.45465216,112.3746201,112.4347499,112.7293952,6.262689112,14.79085839
Na0.5K0.5Cu0.5Ag0.5Mg1Sn1Te4_stannite,HSE+SOC,-0.570239662,0.222118023,1.28595123,15.59899065,15.39241011,16.195145,116.0101071,113.5922259,114.2245207,6.368819785,38.35700105
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1S4_kesterite,HSE+SOC,-1.483278628,0.87273974,1.334907084,14.57563816,14.17065361,14.33403955,114.8444188,110.1588838,107.958224,5.081171676,33.86616324
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1S4_stannite,HSE+SOC,-1.515510817,0.619303988,3.259856312,14.69438308,13.63611415,14.87660245,116.119174,111.4868934,115.8288855,5.59726421,13.66780689
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1Se4_kesterite,HSE+SOC,-1.354559766,1.073848365,2.042971001,15.45681248,14.98914169,14.36517428,108.2770959,109.7645739,108.2387088,5.376109495,35.68255437
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1Se4_stannite,HSE+SOC,-1.378639655,0.873755922,2.405630009,14.43250971,15.30496421,14.92656138,110.1620609,112.1182164,115.7720755,5.472455942,29.48378549
Na0.5K0.5Cu0.5Ag0.5Mg1Zr1Te4_stannite,HSE+SOC,-0.825805117,1.327796258,1.867634825,15.88312737,15.8612135,15.88719688,111.6685678,112.03963,113.9231669,6.758882824,38.52523035
Na0.5K0.5Cu0.5Ag0.5Sr0.5Zn0.5Ge1S2Se1Te1_kesterite,HSE+SOC,-0.868966536,0.142877448,1.733290616,15.17611659,15.24227572,14.9744897,112.3673219,110.4114428,120.176207,5.825284674,40.09142467
Na0.5K0.5Cu0.5Ag0.5Sr1Sn1Te4_kesterite,HSE+SOC,-0.66051919,2.096833286,1.603264742,16.50635642,15.42680763,16.26712893,113.6487746,112.1980311,112.7350748,7.039867122,41.17429425
Na0.5K0.5Cu0.5Ag0.5Zn1Ge1S1Se2Te1_stannite,HSE+SOC,-0.696081044,-0.192921649,-0.332791583,13.71114019,14.7963109,16.56739873,116.5929507,115.5856101,115.9063301,7.311205508,0
Na0.5K0.5Cu0.5Ag0.5Zn1Ge1S4_stannite,HSE+SOC,-0.861127218,-0.37634488,1.449264873,13.59732033,13.64759557,14.97589266,109.6253101,110.8653079,108.0888116,5.555185853,38.29928122
Na0.5K0.5Cu0.5Ag0.5Zn1Ge1Se4_kesterite,HSE+SOC,-0.749891993,-0.080583956,-0.938729216,15.31174892,15.35056637,13.47675216,115.7643119,109.7129785,111.6976767,6.472846126,0
Na0.5K0.5Cu0.5Ag0.5Zn1Ge1Se4_stannite,HSE+SOC,-0.711765357,0.015794049,1.038072279,14.12792405,14.34107876,15.45693553,115.9197861,116.7825013,116.5297339,7.149440565,30.61067479
Na0.5K0.5Cu0.5Ag0.5Zn1Ge1Te4_kesterite,HSE+SOC,-0.36006664,0.684880829,1.343166063,15.23642472,15.70661417,15.1766281,110.2444017,115.3301459,112.7363518,8.183618357,39.06066921
Na0.5K0.5Cu0.5Ag0.5Zn1Sn1S4_stannite,HSE+SOC,-0.854059781,-0.326382039,1.384987723,14.16009869,14.16222245,15.24005738,111.7910678,110.9391187,109.9638391,5.581469427,40.12090165
Na0.5K0.5Cu0.5Ag0.5Zn1Sn1Se4_kesterite,HSE+SOC,-0.768249676,-0.053189082,1.432441315,15.24064899,14.55108453,14.31608051,108.3753515,116.0361337,112.7761577,6.69483447,38.51551109
Na0.5K0.5Cu0.5Ag0.5Zn1Sn1Se4_stannite,HSE+SOC,-0.762670094,-0.073102438,0.988700278,14.39683894,13.98834763,15.57638092,108.890844,110.7028274,116.0911667,5.253235609,30.23992154
Na0.5K0.5Cu0.5Ag0.5Zn1Sn1Te4_stannite,HSE+SOC,-0.434221228,0.500683693,0.694904176,14.83151532,14.57216307,15.49716058,112.4247484,114.4440562,116.46356,9.115959223,18.33022351
Na0.5K0.5Cu0.5Ag0.5Zn1Zr1S4_kesterite,HSE+SOC,-1.350683251,0.861023182,-0.220101936,14.06762374,14.6116277,13.89011734,116.7516141,113.3549991,109.0795968,5.45864408,0
Na0.5K0.5Cu0.5Ag0.5Zn1Zr1Se4_kesterite,HSE+SOC,-1.13049737,1.238913068,0.760045726,14.40667948,15.31709556,14.56843163,112.8125714,116.2602169,113.5145939,6.191725519,20.73254822
Na0.5K0.5Cu0.5Ag0.5Zn1Zr1Se4_stannite,HSE+SOC,-1.131644575,1.214010651,1.895968157,14.14365888,14.95570882,15.77675536,116.3787867,111.7351315,114.6247468,5.990738655,37.18592289
Na0.5K0.5Cu0.5Ag0.5Zn1Zr1Te4_stannite,HSE+SOC,-0.659541581,1.633687284,1.083970749,14.82722379,14.77193223,15.67234077,112.3592023,108.7496888,109.1181554,5.971656429,28.8154299
Na0.5K0.5Cu1Ba1Zr1S4_kesterite,HSE+SOC,-1.688474447,1.76943685,1.754093972,14.5391086,14.20387569,15.10821618,111.5715169,115.5679627,114.5117418,5.08085462,39.97305601
Na0.5K0.5Cu1Ba1Zr1Se4_kesterite,HSE+SOC,-1.518674621,2.257129807,1.958793045,14.80792545,14.87752541,15.96833196,110.9893705,108.4611228,109.9476521,5.453296118,39.67761292
Na0.5K0.5Cu1Ca1Ge1S4_kesterite,HSE+SOC,-1.175962861,0.652337098,2.367137653,14.44878578,14.03025885,13.86993719,109.2086901,110.4702982,108.4967759,4.940948854,32.49949381
Na0.5K0.5Cu1Ca1Zr1S4_kesterite,HSE+SOC,-1.613662526,1.653976701,2.293113253,14.15731563,14.74858318,14.15860343,112.6894055,108.8471636,113.8232948,5.019554808,31.29692294
Na0.5K0.5Cu1Ca1Zr1S4_stannite,HSE+SOC,-1.693443586,1.035071137,2.901183536,15.1986138,15.04032975,14.91913772,111.4355169,110.3353018,116.8464092,4.917033088,18.34926122
Na0.5K0.5Cu1Cd1Ge1S4_kesterite,HSE+SOC,-0.799434693,-0.291460016,0.047550323,14.28510644,14.84690981,13.51192505,113.6569715,114.8313244,108.6509531,5.627284455,5.566892874
Na0.5K0.5Cu1Cd1Ge1S4_stannite,HSE+SOC,-0.878569799,-0.928770172,1.802579487,13.61500807,14.01241909,14.21506381,108.5114654,116.8640302,114.9457425,5.595157608,37.29165366
Na0.5K0.5Cu1Cd1Sn1S4_kesterite,HSE+SOC,-0.764795338,-0.171663336,2.242497927,14.72018742,14.24614317,13.67605416,109.444454,112.5384023,114.5083304,6.782136481,31.75397075
Na0.5K0.5Cu1Cd1Sn1Se4_kesterite,HSE+SOC,-0.730907244,0.066129954,1.314545189,14.14093011,15.26629734,14.40670781,116.695905,113.1886967,112.662998,5.780709245,37.21564329
Na0.5K0.5Cu1Cd1Sn1Se4_stannite,HSE+SOC,-0.768947024,-0.445508721,1.469027087,14.71306034,14.32038557,15.0081518,111.5952572,111.8276131,112.5419126,6.516180344,41.36670156
Na0.5K0.5Cu1Cd1Sn1Te4_stannite,HSE+SOC,-0.35752439,0.663863227,1.243101224,14.71042789,15.02710589,16.10549648,109.7029704,108.7771539,111.9267633,8.05358029,36.66141339
Na0.5K0.5Cu1Cd1Zr1S4_kesterite,HSE+SOC,-1.245245713,0.884901364,1.896596532,14.12328047,14.37552584,14.22428383,115.0243936,108.6782551,114.541002,3.962719606,37.48985776
Na0.5K0.5Cu1Cd1Zr1S4_stannite,HSE+SOC,-1.368461606,0.422594867,2.665431597,13.98437508,13.65892695,14.7820928,108.1261764,110.9803978,113.9156055,5.678224783,24.46057178
Na0.5K0.5Cu1Cd1Zr1Se4_stannite,HSE+SOC,-1.17535639,0.872644968,1.830152607,14.38271639,14.96170843,15.23648605,116.1352859,115.9325077,114.7263091,4.442389942,36.46624128
Na0.5K0.5Cu1Cd1Zr1Te4_stannite,HSE+SOC,-0.613608514,1.997648228,1.293303919,15.20143294,15.4719479,16.0169867,109.1178258,116.0774689,111.2574745,8.667722962,37.32706139
Na0.5K0.5Cu1Mg0.5Ba0.5Sn1S3Te1_kesterite,HSE+SOC,-1.016373648,0.131189286,1.880579049,16.41458693,16.93002594,11.92787982,111.2372099,110.1956585,98.53750948,6.93247602,40.1898113
Na0.5K0.5Cu1Mg0.5Ba0.5Sn1S3Te1_stannite,HSE+SOC,-1.111507955,-0.41738738,1.503615555,15.82330973,15.07547462,14.2508444,114.9470264,112.2362755,116.8834647,6.100608852,38.4821891
Na0.5K0.5Cu1Mg1Ge1S4_kesterite,HSE+SOC,-1.030066491,-0.061235873,2.870992221,14.45144088,14.38542013,13.3846965,115.4744491,113.9650595,115.0081609,3.664188274,18.4543191
Na0.5K0.5Cu1Mg1Ge1Se4_stannite,HSE+SOC,-0.944352247,-0.551485553,1.72054793,14.78018565,14.45378656,15.45400977,116.2114163,112.5133884,109.9749564,5.834001235,41.81566673
Na0.5K0.5Cu1Mg1Ge1Te4_stannite,HSE+SOC,-0.540407354,0.18693278,1.286438178,14.71408128,14.50112869,15.49735367,109.8426782,109.2470817,114.2803862,6.776450499,39.2949438
Na0.5K0.5Cu1Mg1Sn1S4_kesterite,HSE+SOC,-1.018400383,0.00358164,1.431754893,14.35949643,14.07251637,14.47056225,108.8722708,108.994202,108.8090785,5.246091772,37.71270575
Na0.5K0.5Cu1Mg1Sn1S4_stannite,HSE+SOC,-1.090297913,-0.542052816,2.242686319,14.20968731,13.85626279,14.80100306,110.4879551,111.2480727,114.9969765,5.678212164,32.71307169
Na0.5K0.5Cu1Mg1Sn1Se4_kesterite,HSE+SOC,-0.916289647,0.003469336,1.342754466,15.29872357,14.50652854,15.1196416,116.9048286,114.2701484,115.6770126,4.961845085,38.34359935
Na0.5K0.5Cu1Mg1Sn1Se4_stannite,HSE+SOC,-1.041447598,-0.517980361,1.377311041,13.946305,14.26821375,15.2145306,108.4133128,108.5170569,116.5634855,6.348997784,39.40810299
Na0.5K0.5Cu1Mg1Sn1Te4_kesterite,HSE+SOC,-0.519600189,0.618199074,1.263352629,15.26489911,15.1071081,15.24530869,115.744081,109.2582318,109.319253,7.431772362,37.11073389
Na0.5K0.5Cu1Mg1Sn1Te4_stannite,HSE+SOC,-0.599551943,0.15964328,1.41456316,14.65155299,15.1858148,15.75464233,112.507363,115.5960389,115.32736,6.686166756,41.06952503
Na0.5K0.5Cu1Mg1Zr1S4_kesterite,HSE+SOC,-1.548244034,1.050918562,2.813269305,14.78845277,14.64305016,13.85809114,114.4983195,114.0068397,116.1890367,4.678432502,22.51461433
Na0.5K0.5Cu1Mg1Zr1Se4_kesterite,HSE+SOC,-1.35396991,1.193738683,2.142613927,14.52901055,14.75160729,14.29246133,112.1058258,111.2873032,113.3903392,5.217712534,34.45901776
Na0.5K0.5Cu1Mg1Zr1Se4_stannite,HSE+SOC,-1.351169981,0.785626214,2.421390123,14.86352991,14.94598551,15.75997275,113.2176007,108.1109972,108.2659059,5.74339609,30.4423903
Na0.5K0.5Cu1Mg1Zr1Te4_stannite,HSE+SOC,-0.855124111,1.400955753,2.040115786,15.45793744,15.54992624,16.2002946,108.110542,108.2905122,109.8335132,7.342273562,38.8803288
Na0.5K0.5Cu1Sr1Zr1S4_kesterite,HSE+SOC,-1.607881302,1.667327482,1.969587011,14.98933733,14.49511017,14.7347095,114.4564966,116.7919469,113.4137933,4.828517378,36.134864
Na0.5K0.5Cu1Zn1Ge1Se2Te2_kesterite,HSE+SOC,-0.579518531,-0.199428794,1.356197433,15.56238036,15.26925019,14.04647544,114.7636879,113.4141962,110.7444286,8.119128543,38.83635261
Na0.5K0.5Cu1Zn1Ge1Se2Te2_stannite,HSE+SOC,-0.666208948,-0.583349326,0.712732229,14.65291216,14.13980047,16.26653273,112.8498528,114.3609747,115.2989411,8.956899504,20.66695636
Na0.5K0.5Cu1Zn1Ge1Se4_stannite,HSE+SOC,-0.788448861,-0.286405025,1.279695516,14.27469165,14.45344967,15.89360259,108.476663,110.8166343,109.3512657,4.40671214,37.02676357
Na0.5K0.5Cu1Zn1Ge1Te4_stannite,HSE+SOC,-0.400211293,0.34539237,0.713105701,14.37666008,14.83789598,15.20532789,114.2477903,112.8544,113.4258468,9.566053637,20.99912891
Na0.5K0.5Cu1Zn1Sn1S4_kesterite,HSE+SOC,-0.845648491,-0.101161262,2.325239597,14.1117035,13.89794781,14.11757146,110.9736812,114.5848604,107.6820409,5.661816758,29.94550668
Na0.5K0.5Cu1Zn1Sn1S4_stannite,HSE+SOC,-0.923775454,-0.708877236,1.8158315,13.91402389,13.05980404,14.5401905,112.2067093,110.9058736,110.3417334,3.467229872,39.24468607
Na0.5K0.5Cu1Zn1Sn1Se4_kesterite,HSE+SOC,-0.792988058,0.029209201,1.311115075,15.01388682,14.88130517,14.41375636,110.2990874,115.1611671,112.3509375,7.261926654,37.75566114
Na0.5K0.5Cu1Zn1Sn1Se4_stannite,HSE+SOC,-0.818991752,-0.271060785,1.008447275,13.92251147,14.25828798,15.6734097,114.6276775,115.0242314,113.2948836,5.311318713,31.2643284
Na0.5K0.5Cu1Zn1Sn1Te4_kesterite,HSE+SOC,-0.410233232,0.626488302,1.100487807,15.42827618,15.75263654,14.8336595,114.4696762,113.3526782,115.0624383,8.588130276,32.60398193
Na0.5K0.5Cu1Zn1Zr1S4_kesterite,HSE+SOC,-1.344088707,1.000948411,1.851008682,14.54371013,13.76333498,13.71184557,108.6480682,108.5158581,108.533768,5.859639783,38.68548436
Na0.5K0.5Cu1Zn1Zr1Se4_kesterite,HSE+SOC,-1.154636304,1.29301132,1.735527468,15.05644479,14.97015942,14.51800643,113.0894889,114.2323726,109.2194895,6.606871337,39.54010605
Na0.5K0.5Ga0.5In0.5S1Te1_kesterite,HSE+SOC,-1.119313604,-0.659563506,3.094881191,17.98045987,17.44184087,12.0802132,115.8734168,113.1517949,108.6902067,4.778209374,14.51992538
Na0.5K0.5Ga0.5In0.5S1Te1_stannite,HSE+SOC,-0.917720687,-0.103942672,0.83905192,14.24764132,14.78563461,18.33205308,116.4068632,109.1551213,113.4293844,5.996612238,26.49568805
Na0.5K0.5Ga0.5In0.5Se2_kesterite,HSE+SOC,-1.261390423,-0.646416243,3.079405617,17.05069668,17.65860545,12.28089392,115.7546478,108.7342826,110.995749,4.158054262,18.94648119
Na0.5K0.5Ga0.5In0.5Se2_stannite,HSE+SOC,-1.13243838,-0.325143993,2.050668982,14.12976346,14.63200055,18.80105403,111.4009886,108.5526927,112.6915216,4.428951352,33.95084412
Na0.5K0.5Ga1S2_kesterite,HSE+SOC,-1.3083452,-0.817355995,4.518058054,17.0748093,15.92177055,10.83358155,108.4803755,109.4164211,111.1157029,3.390549848,1.135445685
Na0.5K0.5In1S1Se1_kesterite,HSE+SOC,-1.258873244,-0.712188302,3.103569817,18.02190804,17.33683808,11.55599941,110.4661073,113.12441,115.047372,5.252835461,15.71634545
Na0.5K0.5In1S1Se1_stannite,HSE+SOC,-1.121054704,-0.462048498,2.033754948,13.8630576,14.05162209,18.44905347,114.6562763,109.5849125,113.5601005,5.108642177,34.72946192
Na0.5K0.5In1Te2_kesterite,HSE+SOC,-0.89102176,-0.540855629,2.174917398,19.9092651,19.45905845,12.02941557,113.5141649,113.6660845,115.0346439,7.140108142,35.324604
Na0.5K0.5In1Te2_stannite,HSE+SOC,-0.796797746,-0.323368605,1.252708784,15.35053204,15.91825022,19.65087499,114.1365249,112.0261118,113.0925516,5.490723957,38.24472645
Na0.5K0.5Rb0.5Ag0.5Ba1Sn1S4_kesterite,HSE+SOC,-1.190167645,0.99155722,3.581502198,15.04984799,15.49230011,15.22472388,114.3618483,112.749758,113.12461,3.505981954,9.421684693
